star_name,x,y,star_colour,star_type,object_name,world_type,tectonics,weather,temp,bio,total_ru,dist_to_parent_star,common,corrosive,base_metal,noble,rare_earth,precious,radioactive,exotic
Epsilon Brahe,641.6,262.5,orange,dwarf,I,Azure World,3,1,-161,120,78,1125,0,0,78,0,0,0,0,0
Epsilon Brahe,641.6,262.5,orange,dwarf,II,Gas Giant,0,7,-192,0,0,2163,0,0,0,0,0,0,0,0
Epsilon Brahe,641.6,262.5,orange,dwarf,III,Azure World,4,1,-206,0,78,3074,0,0,78,0,0,0,0,0
Epsilon Brahe,641.6,262.5,orange,dwarf,IV,Gas Giant,1,7,-230,0,0,7332,0,0,0,0,0,0,0,0
Epsilon Brahe,641.6,262.5,orange,dwarf,IVa,Dust World,2,0,-230,0,114,7332,0,0,114,0,0,0,0,0
Epsilon Brahe,641.6,262.5,orange,dwarf,IVb,Pellucid World,2,0,-230,0,0,7332,0,0,0,0,0,0,0,0
Beta Copernicus,600.8,263.1,yellow,dwarf,I,Shattered World,6,0,7,0,1753,409,0,0,171,0,0,654,928,0
Beta Copernicus,600.8,263.1,yellow,dwarf,Ia,Infrared World,2,5,98,0,177,409,0,0,177,0,0,0,0,0
Beta Copernicus,600.8,263.1,yellow,dwarf,Ib,Crimson World,1,7,118,0,183,409,0,30,153,0,0,0,0,0
Beta Copernicus,600.8,263.1,yellow,dwarf,II,Gas Giant,1,7,-151,0,0,2138,0,0,0,0,0,0,0,0
Beta Copernicus,600.8,263.1,yellow,dwarf,IIa,Treasure World,0,0,-151,0,966,2138,0,0,0,0,0,966,0,0
Beta Copernicus,600.8,263.1,yellow,dwarf,III,Treasure World,2,0,-163,0,990,2603,0,0,0,0,0,990,0,0
Beta Copernicus,600.8,263.1,yellow,dwarf,IV,Copper World,1,1,-176,0,402,3367,0,0,402,0,0,0,0,0
Beta Copernicus,600.8,263.1,yellow,dwarf,V,Xenolithic World,2,1,-194,0,426,5074,0,0,396,0,0,30,0,0
Beta Copernicus,600.8,263.1,yellow,dwarf,Va,Noble World,0,0,-194,0,162,5074,14,0,0,148,0,0,0,0
Beta Copernicus,600.8,263.1,yellow,dwarf,VI,Crimson World,1,2,-198,0,149,5545,0,44,105,0,0,0,0,0
Beta Copernicus,600.8,263.1,yellow,dwarf,VII,Pellucid World,0,0,-202,0,0,6311,0,0,0,0,0,0,0,0
Beta Copernicus,600.8,263.1,yellow,dwarf,VIII,Chlorine World,6,0,-206,0,115,6991,38,26,51,0,0,0,0,0
Beta Copernicus,600.8,263.1,yellow,dwarf,IX,Gas Giant,2,7,-209,0,0,7604,0,0,0,0,0,0,0,0
Beta Copernicus,600.8,263.1,yellow,dwarf,IXa,Ultramarine World,1,1,-209,0,447,7604,0,0,45,212,190,0,0,0
Beta Copernicus,600.8,263.1,yellow,dwarf,IXb,Pellucid World,1,0,-209,0,0,7604,0,0,0,0,0,0,0,0
Zeta Vulpeculae,360.8,263.7,green,dwarf,I,Lanthanide World,6,2,69,0,1305,578,0,0,0,0,1305,0,0,0
Zeta Vulpeculae,360.8,263.7,green,dwarf,II,Alkali World,2,1,-47,0,153,1121,0,0,153,0,0,0,0,0
Zeta Vulpeculae,360.8,263.7,green,dwarf,III,Gas Giant,1,7,-98,0,0,1833,0,0,0,0,0,0,0,0
Zeta Vulpeculae,360.8,263.7,green,dwarf,IIIa,Treasure World,2,0,-98,0,1440,1833,0,0,0,0,0,1440,0,0
Zeta Vulpeculae,360.8,263.7,green,dwarf,IV,Treasure World,1,0,-125,0,816,2573,0,0,0,0,0,816,0,0
Zeta Vulpeculae,360.8,263.7,green,dwarf,V,Gas Giant,1,7,-160,0,0,4426,0,0,0,0,0,0,0,0
Zeta Vulpeculae,360.8,263.7,green,dwarf,Va,Metal World,3,2,-160,76,611,4426,0,0,321,0,0,186,104,0
Zeta Vulpeculae,360.8,263.7,green,dwarf,Vb,Super-Dense World,5,2,-160,18,156,4426,0,0,156,0,0,0,0,0
Zeta Vulpeculae,360.8,263.7,green,dwarf,Vc,Treasure World,0,0,-160,0,918,4426,0,0,0,0,0,918,0,0
Zeta Vulpeculae,360.8,263.7,green,dwarf,Vd,Auric World,1,1,-160,0,1080,4426,0,0,0,0,0,1080,0,0
Zeta Vulpeculae,360.8,263.7,green,dwarf,VI,Radioactive World,1,0,-175,0,712,5846,0,0,0,0,0,0,712,0
Zeta Vulpeculae,360.8,263.7,green,dwarf,VII,Treasure World,2,0,-180,0,1338,6536,0,0,0,0,0,1338,0,0
Zeta Vulpeculae,360.8,263.7,green,dwarf,VIII,Lanthanide World,5,0,-186,0,875,7494,0,0,0,0,875,0,0,0
Alpha Lalande,349.9,264.8,blue,dwarf,I,Lanthanide World,5,0,-148,0,690,5611,0,0,0,0,690,0,0,0
Alpha Lalande,349.9,264.8,blue,dwarf,II,Green World,5,1,-165,0,310,7524,0,0,0,0,310,0,0,0
Beta Persei,947.9,266.6,white,dwarf,I,Gas Giant,1,7,173,0,0,1129,0,0,0,0,0,0,0,0
Beta Persei,947.9,266.6,white,dwarf,II,Acid World,2,1,-2,0,203,2045,203,0,0,0,0,0,0,0
Beta Persei,947.9,266.6,white,dwarf,III,Gas Giant,1,7,-61,0,0,2851,0,0,0,0,0,0,0,0
Beta Persei,947.9,266.6,white,dwarf,IIIa,Yttric World,2,1,-61,0,473,2851,0,0,33,0,440,0,0,0
Beta Persei,947.9,266.6,white,dwarf,IIIb,Treasure World,2,0,-61,0,1176,2851,0,0,0,0,0,1176,0,0
Beta Persei,947.9,266.6,white,dwarf,IIIc,Radioactive World,2,0,-61,0,1296,2851,0,0,0,0,0,0,1296,0
Beta Persei,947.9,266.6,white,dwarf,IV,Radioactive World,2,0,-95,0,800,4027,0,0,0,0,0,0,800,0
Beta Persei,947.9,266.6,white,dwarf,V,Gas Giant,0,7,-132,0,0,6345,0,0,0,0,0,0,0,0
Beta Persei,947.9,266.6,white,dwarf,Va,Treasure World,0,0,-132,0,1242,6345,0,0,0,0,0,1242,0,0
Beta Persei,947.9,266.6,white,dwarf,Vb,Cyanic World,1,0,-132,0,131,6345,131,0,0,0,0,0,0,0
Beta Persei,947.9,266.6,white,dwarf,Vc,Radioactive World,2,0,-132,0,904,6345,0,0,0,0,0,0,904,0
Beta Persei,947.9,266.6,white,dwarf,VI,Sapphire World,1,0,-136,0,1725,6721,0,0,0,0,0,0,0,1725
Beta Persei,947.9,266.6,white,dwarf,VII,Vinylogous World,3,0,-145,0,87,7682,0,0,87,0,0,0,0,0
Epsilon Vulpeculae,366.8,266.6,green,dwarf,I,Noble World,2,0,-169,0,263,5179,19,0,0,244,0,0,0,0
Epsilon Vulpeculae,366.8,266.6,green,dwarf,II,Urea World,5,1,-185,0,27,7247,27,0,0,0,0,0,0,0
Alpha Bootis,22.9,266.6,green,dwarf,I,Green World,3,2,-84,0,360,1582,0,0,0,0,360,0,0,0
Alpha Bootis,22.9,266.6,green,dwarf,II,Ultramarine World,0,2,-122,104,396,2495,0,0,33,148,215,0,0,0
Alpha Bootis,22.9,266.6,green,dwarf,III,Super-Dense World,5,2,-137,0,33,3029,0,0,33,0,0,0,0,0
Alpha Bootis,22.9,266.6,green,dwarf,IV,Gas Giant,0,7,-151,0,0,3799,0,0,0,0,0,0,0,0
Alpha Bootis,22.9,266.6,green,dwarf,IVa,Green World,3,2,-151,336,140,3799,0,0,0,0,140,0,0,0
Alpha Bootis,22.9,266.6,green,dwarf,IVb,Urea World,6,2,-151,0,22,3799,22,0,0,0,0,0,0,0
Alpha Bootis,22.9,266.6,green,dwarf,IVc,Azure World,5,1,-151,16,69,3799,0,0,69,0,0,0,0,0
Alpha Bootis,22.9,266.6,green,dwarf,V,Ultraviolet World,3,2,-163,0,1515,4681,104,0,75,0,0,624,712,0
Alpha Bootis,22.9,266.6,green,dwarf,Va,Carbide World,3,0,-163,0,48,4681,48,0,0,0,0,0,0,0
Alpha Bootis,22.9,266.6,green,dwarf,VI,Alkali World,3,1,-173,0,210,5615,0,0,210,0,0,0,0,0
Alpha Bootis,22.9,266.6,green,dwarf,VII,Green World,5,1,-183,0,75,6878,0,0,0,0,75,0,0,0
Alpha Bootis,22.9,266.6,green,dwarf,VIII,Gas Giant,2,7,-187,0,0,7551,0,0,0,0,0,0,0,0
Eta Persei,889.5,268.7,orange,dwarf,I,Halide World,1,0,-71,0,290,345,0,170,0,0,0,0,120,0
Eta Persei,889.5,268.7,orange,dwarf,II,Iodine World,5,2,-154,0,161,997,0,74,87,0,0,0,0,0
Eta Persei,889.5,268.7,orange,dwarf,III,Alkali World,3,1,-195,0,327,2305,0,0,327,0,0,0,0,0
Eta Persei,889.5,268.7,orange,dwarf,IV,Carbide World,2,0,-223,0,105,5631,105,0,0,0,0,0,0,0
Eta Persei,889.5,268.7,orange,dwarf,V,Water World,3,0,-226,0,85,6263,0,0,69,0,0,0,16,0
Eta Persei,889.5,268.7,orange,dwarf,VI,Maroon World,0,0,-230,130,330,7387,63,0,267,0,0,0,0,0
Eta Persei,889.5,268.7,orange,dwarf,VIa,Noble World,1,0,-230,0,215,7387,7,0,0,208,0,0,0,0
Epsilon Bootis,13.8,269.6,red,dwarf,I,Telluric World,2,2,-224,0,99,1437,0,0,99,0,0,0,0,0
Epsilon Bootis,13.8,269.6,red,dwarf,Ia,Super-Dense World,6,2,-224,0,165,1437,0,0,165,0,0,0,0,0
Epsilon Bootis,13.8,269.6,red,dwarf,II,Purple World,2,0,-233,0,141,2182,0,0,141,0,0,0,0,0
Epsilon Bootis,13.8,269.6,red,dwarf,III,Iodine World,2,1,-241,0,88,3393,0,52,36,0,0,0,0,0
Epsilon Bootis,13.8,269.6,red,dwarf,IV,Cimmerian World,1,0,-248,0,57,5365,57,0,0,0,0,0,0,0
Epsilon Bootis,13.8,269.6,red,dwarf,V,Gas Giant,1,7,-251,0,0,7315,0,0,0,0,0,0,0,0
Epsilon Bootis,13.8,269.6,red,dwarf,Va,Purple World,3,0,-251,0,126,7315,0,0,126,0,0,0,0,0
Achernar,537.5,272.9,blue,dwarf,I,Selenic World,0,0,-147,0,105,5540,0,0,105,0,0,0,0,0
Achernar,537.5,272.9,blue,dwarf,II,Yttric World,3,0,-154,0,284,6260,0,0,99,0,185,0,0,0
Gamma Brahe,635.4,272.9,white,dwarf,I,Shattered World,7,0,287,0,2477,409,0,0,417,0,0,780,1280,0
Gamma Brahe,635.4,272.9,white,dwarf,II,Plutonic World,4,1,-143,0,1142,7524,0,0,345,0,245,0,552,0
Delta Brahe,645.8,275.0,green,dwarf,I,Radioactive World,1,0,-52,0,1488,1160,0,0,0,0,0,0,1488,0
Delta Brahe,645.8,275.0,green,dwarf,II,Auric World,0,1,-105,0,1056,2007,0,0,0,0,0,1056,0,0
Delta Brahe,645.8,275.0,green,dwarf,III,Auric World,1,1,-136,0,1170,3014,0,0,0,0,0,1170,0,0
Delta Brahe,645.8,275.0,green,dwarf,IV,Primordial World,7,2,-151,16,204,3794,120,0,84,0,0,0,0,0
Delta Brahe,645.8,275.0,green,dwarf,IVa,Opalescent World,3,0,-151,0,273,3794,22,0,0,36,215,0,0,0
Delta Brahe,645.8,275.0,green,dwarf,V,Metal World,2,2,-160,0,630,4384,0,54,318,0,0,258,0,0
Delta Brahe,645.8,275.0,green,dwarf,VI,Auric World,2,1,-168,0,282,5063,0,0,0,0,0,282,0,0
Delta Brahe,645.8,275.0,green,dwarf,VII,Gas Giant,0,7,-173,0,0,5594,0,0,0,0,0,0,0,0
Delta Brahe,645.8,275.0,green,dwarf,VIII,Gas Giant,0,7,-182,0,0,6823,0,0,0,0,0,0,0,0
Delta Brahe,645.8,275.0,green,dwarf,VIIIa,Selenic World,2,0,-182,0,93,6823,0,0,93,0,0,0,0,0
Delta Brahe,645.8,275.0,green,dwarf,VIIIb,Ultramarine World,1,1,-182,166,312,6823,0,0,117,160,35,0,0,0
Delta Brahe,645.8,275.0,green,dwarf,VIIIc,Metal World,2,1,-182,0,503,6823,0,20,339,0,0,0,144,0
Delta Brahe,645.8,275.0,green,dwarf,VIIId,Noble World,1,0,-182,0,134,6823,2,0,0,132,0,0,0,0
Delta Brahe,645.8,275.0,green,dwarf,IX,Gas Giant,1,7,-188,0,0,7824,0,0,0,0,0,0,0,0
Delta Brahe,645.8,275.0,green,dwarf,IXa,Radioactive World,2,0,-188,0,1160,7824,0,0,0,0,0,0,1160,0
Delta Brahe,645.8,275.0,green,dwarf,IXb,Lanthanide World,4,0,-188,0,995,7824,0,0,0,0,995,0,0,0
Delta Brahe,645.8,275.0,green,dwarf,IXc,Quasi-Degenerate World,4,0,-188,0,800,7824,0,0,0,0,0,0,0,800
Zeta Illuminati,245.8,275.0,green,dwarf,I,Quasi-Degenerate World,3,0,-5,0,0,799,0,0,0,0,0,0,0,0
Zeta Illuminati,245.8,275.0,green,dwarf,II,Organic World,4,0,-71,0,213,1388,213,0,0,0,0,0,0,0
Zeta Illuminati,245.8,275.0,green,dwarf,III,Ultramarine World,1,2,-118,100,316,2351,0,0,81,0,235,0,0,0
Zeta Illuminati,245.8,275.0,green,dwarf,IV,Chondrite World,4,0,-139,0,12,3144,12,0,0,0,0,0,0,0
Zeta Illuminati,245.8,275.0,green,dwarf,V,Organic World,3,0,-150,0,57,3720,57,0,0,0,0,0,0,0
Zeta Illuminati,245.8,275.0,green,dwarf,VI,Redux World,1,0,-158,0,357,4284,0,306,51,0,0,0,0,0
Zeta Illuminati,245.8,275.0,green,dwarf,VII,Gas Giant,1,7,-175,0,0,5907,0,0,0,0,0,0,0,0
Zeta Illuminati,245.8,275.0,green,dwarf,VIIa,Azure World,4,0,-175,0,69,5907,0,0,69,0,0,0,0,0
Zeta Illuminati,245.8,275.0,green,dwarf,VIII,Pellucid World,1,0,-182,0,0,6748,0,0,0,0,0,0,0,0
Zeta Illuminati,245.8,275.0,green,dwarf,IX,Alkali World,3,0,-186,0,246,7486,0,0,246,0,0,0,0,0
Beta Bootis,35.1,275.8,yellow,dwarf,I,Alkali World,2,3,59,0,219,387,0,0,219,0,0,0,0,0
Beta Bootis,35.1,275.8,yellow,dwarf,II,Telluric World,1,2,-115,0,204,1274,0,0,36,0,0,168,0,0
Beta Bootis,35.1,275.8,yellow,dwarf,III,Opalescent World,4,0,-180,0,207,3641,20,0,0,92,95,0,0,0
Beta Bootis,35.1,275.8,yellow,dwarf,IV,Chondrite World,6,0,-192,0,61,4806,61,0,0,0,0,0,0,0
Beta Bootis,35.1,275.8,yellow,dwarf,V,Azure World,5,1,-198,0,63,5607,0,0,63,0,0,0,0,0
Beta Bootis,35.1,275.8,yellow,dwarf,VI,Chondrite World,7,0,-202,0,81,6299,81,0,0,0,0,0,0,0
Beta Bootis,35.1,275.8,yellow,dwarf,VII,Gas Giant,1,7,-206,0,0,6950,0,0,0,0,0,0,0,0
Gamma Sagittarii,708.3,277.0,red,dwarf,I,Purple World,4,0,-241,0,129,3292,0,0,129,0,0,0,0,0
Gamma Sagittarii,708.3,277.0,red,dwarf,II,Gas Giant,1,7,-247,0,0,5049,0,0,0,0,0,0,0,0
Gamma Sagittarii,708.3,277.0,red,dwarf,IIa,Chondrite World,5,0,-247,0,104,5049,104,0,0,0,0,0,0,0
Gamma Sagittarii,708.3,277.0,red,dwarf,IIb,Super-Dense World,6,2,-247,0,120,5049,0,0,120,0,0,0,0,0
Gamma Sagittarii,708.3,277.0,red,dwarf,III,Metal World,4,2,-248,14,1153,5592,0,38,657,0,0,258,200,0
Gamma Sagittarii,708.3,277.0,red,dwarf,IV,Maroon World,0,0,-251,0,164,7087,77,0,87,0,0,0,0,0
Gamma Sagittarii,708.3,277.0,red,dwarf,IVa,Metal World,4,1,-251,0,1181,7087,0,42,363,0,0,264,512,0
Delta Lalande,375.9,277.8,orange,dwarf,I,Gas Giant,0,7,-173,0,0,1418,0,0,0,0,0,0,0,0
Delta Lalande,375.9,277.8,orange,dwarf,Ia,Dust World,2,1,-173,0,120,1418,0,0,120,0,0,0,0,0
Delta Lalande,375.9,277.8,orange,dwarf,Ib,Super-Dense World,6,2,-173,0,99,1418,0,0,99,0,0,0,0,0
Delta Lalande,375.9,277.8,orange,dwarf,Ic,Carbide World,3,0,-173,0,66,1418,66,0,0,0,0,0,0,0
Delta Lalande,375.9,277.8,orange,dwarf,II,Chondrite World,6,0,-189,0,88,1971,88,0,0,0,0,0,0,0
Delta Lalande,375.9,277.8,orange,dwarf,III,Crimson World,2,2,-222,0,284,5385,0,32,252,0,0,0,0,0
Delta Lalande,375.9,277.8,orange,dwarf,IV,Telluric World,2,1,-228,200,414,6878,0,0,156,0,0,258,0,0
Gamma Persei,933.3,279.1,red,dwarf,I,Crimson World,1,3,-194,0,177,559,0,42,135,0,0,0,0,0
Gamma Persei,933.3,279.1,red,dwarf,II,Ultramarine World,2,2,-220,0,407,1249,0,0,144,88,175,0,0,0
Gamma Persei,933.3,279.1,red,dwarf,III,Dust World,1,1,-236,0,69,2547,0,0,69,0,0,0,0,0
Gamma Persei,933.3,279.1,red,dwarf,IV,Magma World,7,0,-241,0,123,3378,0,0,123,0,0,0,0,0
Gamma Persei,933.3,279.1,red,dwarf,V,Magnetic World,6,0,-245,0,384,4325,0,0,309,0,0,0,0,75
Gamma Persei,933.3,279.1,red,dwarf,VI,Gas Giant,2,7,-247,0,0,5048,0,0,0,0,0,0,0,0
Gamma Persei,933.3,279.1,red,dwarf,VIa,Pellucid World,1,0,-247,0,0,5048,0,0,0,0,0,0,0,0
Gamma Persei,933.3,279.1,red,dwarf,VII,Hydrocarbon World,2,0,-249,0,149,6012,116,0,33,0,0,0,0,0
Gamma Persei,933.3,279.1,red,dwarf,VIII,Magma World,7,0,-251,0,48,7004,0,0,48,0,0,0,0,0
Gamma Persei,933.3,279.1,red,dwarf,IX,Gas Giant,1,7,-252,0,0,7618,0,0,0,0,0,0,0,0
Gamma Persei,933.3,279.1,red,dwarf,IXa,Cimmerian World,4,0,-252,0,66,7618,66,0,0,0,0,0,0,0
Gamma Persei,933.3,279.1,red,dwarf,IXb,Purple World,1,0,-252,0,39,7618,0,0,39,0,0,0,0,0
Beta Lalande,340.0,280.4,white,dwarf,I,Halide World,2,3,339,0,158,800,0,102,0,0,0,0,56,0
Beta Lalande,340.0,280.4,white,dwarf,II,Ultraviolet World,3,2,-117,144,1446,5201,118,0,126,0,0,714,488,0
Zeta Persei,946.9,280.6,orange,dwarf,I,Dust World,2,3,18,78,51,256,0,0,51,0,0,0,0,0
Zeta Persei,946.9,280.6,orange,dwarf,II,Infrared World,1,2,-186,0,87,1849,0,0,87,0,0,0,0,0
Zeta Persei,946.9,280.6,orange,dwarf,III,Selenic World,0,0,-208,0,234,3327,0,0,234,0,0,0,0,0
Zeta Persei,946.9,280.6,orange,dwarf,IV,Super-Dense World,6,1,-225,212,114,6156,0,0,114,0,0,0,0,0
Zeta Persei,946.9,280.6,orange,dwarf,V,Gas Giant,2,7,-228,0,0,6751,0,0,0,0,0,0,0,0
Zeta Persei,946.9,280.6,orange,dwarf,Va,Pellucid World,1,0,-228,0,0,6751,0,0,0,0,0,0,0,0
Zeta Persei,946.9,280.6,orange,dwarf,Vb,Azure World,4,0,-228,0,180,6751,0,0,180,0,0,0,0,0
Gamma Lalande,361.9,283.0,orange,dwarf,I,Alkali World,2,1,-181,0,225,1667,0,0,225,0,0,0,0,0
Eta Illuminati,220.8,285.4,orange,dwarf,I,Gas Giant,1,7,-164,0,0,1196,0,0,0,0,0,0,0,0
Eta Illuminati,220.8,285.4,orange,dwarf,Ia,Crimson World,0,2,-164,62,84,1196,0,0,84,0,0,0,0,0
Eta Illuminati,220.8,285.4,orange,dwarf,Ib,Selenic World,2,0,-164,0,81,1196,0,0,81,0,0,0,0,0
Eta Illuminati,220.8,285.4,orange,dwarf,Ic,Dust World,1,1,-164,0,51,1196,0,0,51,0,0,0,0,0
Eta Illuminati,220.8,285.4,orange,dwarf,II,Gas Giant,2,7,-183,0,0,1715,0,0,0,0,0,0,0,0
Eta Illuminati,220.8,285.4,orange,dwarf,IIa,Crimson World,0,2,-183,0,124,1715,0,22,102,0,0,0,0,0
Eta Illuminati,220.8,285.4,orange,dwarf,IIb,Noble World,2,0,-183,0,272,1715,0,0,0,272,0,0,0,0
Eta Illuminati,220.8,285.4,orange,dwarf,IIc,Radioactive World,0,0,-183,0,1472,1715,0,0,0,0,0,0,1472,0
Eta Illuminati,220.8,285.4,orange,dwarf,III,Selenic World,0,0,-205,0,81,3011,0,0,81,0,0,0,0,0
Eta Illuminati,220.8,285.4,orange,dwarf,IV,Pellucid World,1,0,-211,0,225,3627,0,0,0,0,0,0,0,225
Eta Illuminati,220.8,285.4,orange,dwarf,V,Halide World,0,0,-217,0,210,4385,0,162,0,0,0,0,48,0
Eta Illuminati,220.8,285.4,orange,dwarf,VI,Gas Giant,2,7,-224,0,0,5716,0,0,0,0,0,0,0,0
Eta Illuminati,220.8,285.4,orange,dwarf,VIa,Carbide World,3,0,-224,0,104,5716,104,0,0,0,0,0,0,0
Eta Illuminati,220.8,285.4,orange,dwarf,VIb,Ultramarine World,1,1,-224,24,458,5716,0,0,99,104,255,0,0,0
Eta Illuminati,220.8,285.4,orange,dwarf,VIc,Selenic World,2,0,-224,0,141,5716,0,0,141,0,0,0,0,0
Eta Illuminati,220.8,285.4,orange,dwarf,VId,Selenic World,2,0,-224,0,90,5716,0,0,90,0,0,0,0,0
Eta Illuminati,220.8,285.4,orange,dwarf,VII,Infrared World,3,1,-227,0,87,6655,0,0,87,0,0,0,0,0
Eta Illuminati,220.8,285.4,orange,dwarf,VIII,Halide World,1,0,-229,0,306,7167,0,66,0,0,0,0,240,0
Delta Persei,925.0,285.4,white,dwarf,I,Auric World,2,4,125,0,1026,1035,0,0,0,0,0,1026,0,0
Delta Persei,925.0,285.4,white,dwarf,II,Alkali World,1,2,36,0,210,2063,0,0,210,0,0,0,0,0
Delta Persei,925.0,285.4,white,dwarf,III,Gas Giant,2,7,-126,0,0,5848,0,0,0,0,0,0,0,0
Delta Persei,925.0,285.4,white,dwarf,IIIa,Halide World,2,0,-126,0,236,5848,0,180,0,0,0,0,56,0
Delta Persei,925.0,285.4,white,dwarf,IIIb,Urea World,6,1,-126,56,38,5848,38,0,0,0,0,0,0,0
Delta Persei,925.0,285.4,white,dwarf,IIIc,Yttric World,1,0,-126,0,373,5848,0,0,213,0,160,0,0,0
Delta Persei,925.0,285.4,white,dwarf,IIId,Radioactive World,0,0,-126,0,872,5848,0,0,0,0,0,0,872,0
Eta Bootis,67.2,286.3,orange,dwarf,I,Copper World,1,1,-171,0,96,1360,0,0,96,0,0,0,0,0
Eta Bootis,67.2,286.3,orange,dwarf,II,Alkali World,1,1,-190,0,285,2043,0,0,285,0,0,0,0,0
Eta Bootis,67.2,286.3,orange,dwarf,III,Chlorine World,4,0,-200,0,194,2617,78,62,54,0,0,0,0,0
Eta Bootis,67.2,286.3,orange,dwarf,IIIa,Radioactive World,1,0,-200,0,872,2617,0,0,0,0,0,0,872,0
Eta Bootis,67.2,286.3,orange,dwarf,IV,Radioactive World,1,0,-211,0,944,3578,0,0,0,0,0,0,944,0
Eta Bootis,67.2,286.3,orange,dwarf,V,Vinylogous World,2,0,-219,0,17,4720,14,0,3,0,0,0,0,0
Eta Bootis,67.2,286.3,orange,dwarf,Va,Super-Dense World,7,2,-219,0,144,4720,0,0,144,0,0,0,0,0
Eta Bootis,67.2,286.3,orange,dwarf,VI,Urea World,5,1,-226,0,42,6307,42,0,0,0,0,0,0,0
Eta Bootis,67.2,286.3,orange,dwarf,VII,Copper World,0,0,-229,0,393,7204,0,0,393,0,0,0,0,0
Eta Bootis,67.2,286.3,orange,dwarf,VIII,Gas Giant,2,7,-231,0,0,7724,0,0,0,0,0,0,0,0
Eta Bootis,67.2,286.3,orange,dwarf,VIIIa,Pellucid World,2,0,-231,0,0,7724,0,0,0,0,0,0,0,0
Eta Bootis,67.2,286.3,orange,dwarf,VIIIb,Super-Dense World,4,1,-231,0,123,7724,0,0,123,0,0,0,0,0
Eta Bootis,67.2,286.3,orange,dwarf,VIIIc,Pellucid World,0,0,-231,0,0,7724,0,0,0,0,0,0,0,0
Eta Bootis,67.2,286.3,orange,dwarf,VIIId,Selenic World,2,0,-231,0,15,7724,0,0,15,0,0,0,0,0
Zeta Bootis,16.7,287.5,red,dwarf,I,Gas Giant,2,7,-240,0,0,3217,0,0,0,0,0,0,0,0
Zeta Bootis,16.7,287.5,red,dwarf,Ia,Purple World,3,0,-240,0,75,3217,0,0,75,0,0,0,0,0
Zeta Bootis,16.7,287.5,red,dwarf,II,Crimson World,2,2,-246,0,153,4566,0,30,123,0,0,0,0,0
Beta Mensae,403.0,288.7,red,dwarf,I,Iodine World,4,2,-208,0,48,824,0,0,48,0,0,0,0,0
Beta Mensae,403.0,288.7,red,dwarf,II,Pellucid World,2,0,-235,0,0,2397,0,0,0,0,0,0,0,0
Beta Mensae,403.0,288.7,red,dwarf,III,Gas Giant,0,7,-242,0,0,3695,0,0,0,0,0,0,0,0
Beta Mensae,403.0,288.7,red,dwarf,IIIa,Pellucid World,0,0,-242,0,0,3695,0,0,0,0,0,0,0,0
Beta Mensae,403.0,288.7,red,dwarf,IIIb,Crimson World,0,2,-242,0,105,3695,0,0,105,0,0,0,0,0
Beta Mensae,403.0,288.7,red,dwarf,IIIc,Urea World,6,2,-242,0,0,3695,0,0,0,0,0,0,0,0
Beta Mensae,403.0,288.7,red,dwarf,IIId,Ultramarine World,0,2,-242,40,136,3695,0,0,0,136,0,0,0,0
Beta Mensae,403.0,288.7,red,dwarf,IV,Gas Giant,1,7,-245,0,0,4426,0,0,0,0,0,0,0,0
Beta Mensae,403.0,288.7,red,dwarf,IVa,Metal World,3,2,-245,0,718,4426,0,40,294,0,0,120,264,0
Beta Mensae,403.0,288.7,red,dwarf,IVb,Pellucid World,0,0,-245,0,0,4426,0,0,0,0,0,0,0,0
Beta Mensae,403.0,288.7,red,dwarf,V,Gas Giant,1,7,-247,0,0,4959,0,0,0,0,0,0,0,0
Beta Mensae,403.0,288.7,red,dwarf,Va,Super-Dense World,4,2,-247,0,0,4959,0,0,0,0,0,0,0,0
Beta Mensae,403.0,288.7,red,dwarf,Vb,Cimmerian World,3,0,-247,0,86,4959,86,0,0,0,0,0,0,0
Beta Mensae,403.0,288.7,red,dwarf,Vc,Metal World,2,2,-247,0,848,4959,0,16,528,0,0,216,88,0
Beta Mensae,403.0,288.7,red,dwarf,Vd,Crimson World,2,2,-247,0,121,4959,0,34,87,0,0,0,0,0
Beta Mensae,403.0,288.7,red,dwarf,VI,Infrared World,4,1,-249,0,228,5782,0,0,228,0,0,0,0,0
Beta Mensae,403.0,288.7,red,dwarf,VII,Dust World,3,0,-251,0,39,7078,0,0,39,0,0,0,0,0
Gamma Bootis,38.4,290.0,orange,dwarf,I,Super-Dense World,4,3,-115,0,171,569,0,0,171,0,0,0,0,0
Gamma Bootis,38.4,290.0,orange,dwarf,II,Halide World,2,0,-177,0,502,1530,0,134,0,0,0,0,368,0
Gamma Bootis,38.4,290.0,orange,dwarf,III,Ultramarine World,1,2,-203,0,271,2868,0,0,81,0,190,0,0,0
Gamma Bootis,38.4,290.0,orange,dwarf,IV,Water World,2,1,-218,0,96,4584,0,0,96,0,0,0,0,0
Gamma Bootis,38.4,290.0,orange,dwarf,V,Magnetic World,4,0,-224,0,583,5732,0,0,408,0,0,0,0,175
Gamma Bootis,38.4,290.0,orange,dwarf,VI,Azure World,3,0,-228,0,66,6795,0,0,66,0,0,0,0,0
Gamma Bootis,38.4,290.0,orange,dwarf,VII,Super-Dense World,5,1,-230,0,153,7644,0,0,153,0,0,0,0,0
Epsilon Illuminati,272.7,295.1,green,dwarf,I,Purple World,1,0,-52,0,111,1163,0,0,111,0,0,0,0,0
